"Story","Title","Result","Date","Stability","Duration (s)"
"Como cliente de SwagLabs","Intento de realizar login exitoso en la App de SWAGLABS","SUCCESS","2022-10-06T15:43:31.638657157Z[Etc/UTC]","0.0","8.36"
